node_idx,label,pred_full,conf_full,is_correct_full,gate,u_text,conf_text,conf_graph,homophily
7527,0,1,0.9906086921691895,False,0.253441721200943,0.3233616352081299,0.9438484907150269,1.0,0.0
6018,0,1,0.9840972423553467,False,0.18695537745952606,0.4452761113643646,0.8374693393707275,0.9999997615814209,0.0
7453,0,1,0.9819244146347046,False,0.24003426730632782,0.349886417388916,0.9260550141334534,0.9999998807907104,0.0
2240,1,0,0.9700517654418945,False,0.18352755904197693,0.39029183983802795,0.9157904982566833,0.9992614388465881,0.0
5925,1,0,0.9632095098495483,False,0.13341152667999268,0.5667675733566284,0.8075450658798218,0.9985752105712891,0.0
5374,1,0,0.9630678296089172,False,0.12158441543579102,0.6111676096916199,0.7664372324943542,0.9989142417907715,0.0
1780,1,0,0.9623928666114807,False,0.16587015986442566,0.44432875514030457,0.8858465552330017,0.9997888207435608,0.0
6570,1,0,0.9547091126441956,False,0.14162200689315796,0.5368430018424988,0.8331103324890137,0.9993595480918884,0.0
229,1,0,0.9542328119277954,False,0.1732671856880188,0.4203709065914154,0.8973508477210999,0.9987879395484924,0.0
2276,1,0,0.9533179402351379,False,0.08893238008022308,0.7457650899887085,0.5424146056175232,0.997499406337738,0.0
3445,0,1,0.9513310790061951,False,0.21896463632583618,0.42057448625564575,0.9043692350387573,0.9999921321868896,0.0
3678,1,0,0.9507725238800049,False,0.13237331807613373,0.5450073480606079,0.795783519744873,0.9992850422859192,0.0
1437,1,0,0.9494547247886658,False,0.17684000730514526,0.39364925026893616,0.897962749004364,0.9992330074310303,0.0
4924,1,0,0.9469872117042542,False,0.16769687831401825,0.4353601932525635,0.8862220048904419,0.9988217949867249,0.0
6700,0,1,0.9383326768875122,False,0.2054499387741089,0.4517013132572174,0.8837755918502808,0.9999924898147583,0.0
3891,1,0,0.9366318583488464,False,0.1281599998474121,0.5539402365684509,0.7749008536338806,0.9968339800834656,0.0
7044,0,1,0.9344998598098755,False,0.23849262297153473,0.3632529377937317,0.927189826965332,0.9999788999557495,0.0
